2024-04-19 18:18:22 info: Congratulations, your extension "Embold" is now active!
2024-04-19 18:18:22 info: tempDirectory : /Users/pedriito/.vscode/extensions/embold-vscode.embold-0.1.8/temp
2024-04-19 18:18:27 info: Extraction complete for source: /Users/pedriito/.vscode/extensions/embold-vscode.embold-0.1.8/resources/embold-scanner-archive.zip, destination: /Users/pedriito/.vscode/extensions/embold-vscode.embold-0.1.8/temp
2024-04-19 18:18:27 info: Extension installed on machine OS : darwin
2024-04-19 18:18:27 info: Fetched the issues from DB
2024-04-19 18:18:28 info: Java version installed on machine : 
openjdk version "19.0.2" 2023-01-17
OpenJDK Runtime Environment (build 19.0.2+7-44)
OpenJDK 64-Bit Server VM (build 19.0.2+7-44, mixed mode, sharing)

2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:04 info: Row(s) deleted
2024-04-20 05:05:05 info: Row(s) deleted
2024-04-20 05:10:25 info: Row(s) deleted
2024-04-20 05:10:25 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:10:26 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:17:22 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:23:27 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:29:30 info: Row(s) deleted
2024-04-20 05:31:49 info: Row(s) deleted
2024-04-20 05:31:49 info: Row(s) deleted
2024-04-20 05:31:49 info: Row(s) deleted
2024-04-20 05:31:49 info: Row(s) deleted
2024-04-20 05:31:50 info: Row(s) deleted
2024-04-20 05:31:50 info: Row(s) deleted
2024-04-20 05:31:50 info: Row(s) deleted
2024-04-20 05:31:50 info: Row(s) deleted
2024-04-20 05:31:50 info: Row(s) deleted
2024-04-20 05:36:40 info: Row(s) deleted
2024-04-20 05:36:48 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:40:46 info: Row(s) deleted
2024-04-20 05:42:50 info: Row(s) deleted
2024-04-20 05:42:50 info: Row(s) deleted
2024-04-20 05:42:50 info: Row(s) deleted
2024-04-20 05:48:04 info: Row(s) deleted
2024-04-20 05:48:04 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:51 info: Row(s) deleted
2024-04-20 05:48:55 info: Row(s) deleted
2024-04-20 05:48:55 info: Row(s) deleted
2024-04-20 05:48:55 info: Row(s) deleted
2024-04-20 05:48:55 info: Row(s) deleted
2024-04-20 05:48:55 info: Row(s) deleted
2024-04-20 05:48:55 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:50:48 info: Row(s) deleted
2024-04-20 05:53:10 info: Row(s) deleted
2024-04-20 05:53:10 info: Row(s) deleted
2024-04-20 05:53:10 info: Row(s) deleted
2024-04-20 05:53:10 info: Row(s) deleted
2024-04-20 05:53:11 info: Row(s) deleted
2024-04-20 05:53:11 info: Row(s) deleted
2024-04-20 05:53:11 info: Row(s) deleted
2024-04-20 05:53:11 info: Row(s) deleted
2024-04-20 05:55:01 info: Row(s) deleted
2024-04-20 05:55:01 info: Row(s) deleted
2024-04-20 05:55:01 info: Row(s) deleted
2024-04-20 05:55:01 info: Row(s) deleted
2024-04-20 06:00:13 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:01:40 info: Row(s) deleted
2024-04-20 06:07:09 info: Row(s) deleted
2024-04-20 06:07:09 info: Row(s) deleted
2024-04-20 06:07:09 info: Row(s) deleted
2024-04-20 06:07:09 info: Row(s) deleted
2024-04-20 06:07:09 info: Row(s) deleted
2024-04-20 06:07:09 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-20 06:10:44 info: Row(s) deleted
2024-04-22 17:06:41 info: Congratulations, your extension "Embold" is now active!
2024-04-22 17:06:41 info: tempDirectory : /Users/pedriito/.vscode/extensions/embold-vscode.embold-0.1.8/temp
2024-04-22 17:07:06 info: Extraction complete for source: /Users/pedriito/.vscode/extensions/embold-vscode.embold-0.1.8/resources/embold-scanner-archive.zip, destination: /Users/pedriito/.vscode/extensions/embold-vscode.embold-0.1.8/temp
2024-04-22 17:07:06 info: Extension installed on machine OS : darwin
2024-04-22 17:07:06 info: Fetched the issues from DB
2024-04-22 17:07:06 error: request to https://v1.embold.io/api/plugins failed, reason: getaddrinfo ENOTFOUND v1.embold.io
2024-04-22 17:07:06 info: Current installed embold extension version : 0.1.8
2024-04-22 17:07:06 info: Latest embold extension version on marketplace : 0.1.6
2024-04-22 17:07:06 info: Java version installed on machine : 
openjdk version "19.0.2" 2023-01-17
OpenJDK Runtime Environment (build 19.0.2+7-44)
OpenJDK 64-Bit Server VM (build 19.0.2+7-44, mixed mode, sharing)

2024-04-22 17:07:06 info: Java installed on machine.
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
2024-04-22 17:07:51 info: Row(s) deleted
